term,estimate,std_error,conf_low,conf_high,seed,true_value,index
beta_logHI,2.049744571380751,0.10110872810855913,1.8515751057653227,2.2479140369961796,20192753,2,1736
beta_logNI,0.9924449618114032,0.05458511226725057,0.8854601076755166,1.0994298159472897,20192753,1,1736
lambda,0.5006588609662557,0.011789272652833116,0.4775523111627798,0.5237654107697316,20192754,0.5,1737
beta_0,-4.776128256884822,0.3233382783477597,-5.4098596372696175,-4.142396876500026,20192754,-5,1737
beta_logHI,1.9518195285545203,0.1023768022800754,1.7511646832331946,2.152474373875846,20192754,2,1737
beta_logNI,0.9410649970277956,0.05439749703576571,0.8344478619885705,1.0476821320670207,20192754,1,1737
lambda,0.5028262399692179,0.010974391012989996,0.4813168288314975,0.5243356511069384,20192755,0.5,1738
beta_0,-5.428960276818085,0.32976166908340254,-6.0752812717033695,-4.7826392819328,20192755,-5,1738
beta_logHI,2.1904328595171467,0.10710030369259554,1.9805201215463573,2.400345597487936,20192755,2,1738
beta_logNI,1.0751435965188552,0.05999225834187641,0.9575609308175548,1.1927262622201555,20192755,1,1738
lambda,0.504570934307702,0.011427531299544874,0.4821733845283898,0.5269684840870141,20192756,0.5,1739
beta_0,-5.02737029249995,0.3229916381199849,-5.660422270522714,-4.394318314477186,20192756,-5,1739
beta_logHI,1.9878034714555544,0.09921247530859503,1.7933505930336389,2.18225634987747,20192756,2,1739
beta_logNI,1.0127403530345338,0.05896265676726787,0.897175669337892,1.1283050367311758,20192756,1,1739
lambda,0.4964638277607017,0.010979026150838941,0.474945331919734,0.5179823236016694,20192757,0.5,1740
beta_0,-5.2345924934723165,0.32365874670439715,-5.868951980294307,-4.600233006650326,20192757,-5,1740
beta_logHI,2.047946483558464,0.10105056558922344,1.8498910143861835,2.246001952730744,20192757,2,1740
beta_logNI,1.0499001758711817,0.05942269899405015,0.933433825978679,1.1663665257636844,20192757,1,1740
lambda,0.47787811998099666,0.011289477500810968,0.4557511506751319,0.5000050892868614,20192758,0.5,1741
beta_0,-4.960400646087177,0.3352090998367253,-5.617398409057249,-4.303402883117104,20192758,-5,1741
beta_logHI,1.9553115964167946,0.1039402146794343,1.751592519099742,2.1590306737338474,20192758,2,1741
beta_logNI,0.9578855920697235,0.05668687903244144,0.8467813507701595,1.0689898333692873,20192758,1,1741
lambda,0.49541915979659584,0.01108599753852116,0.4736910038883947,0.517147315704797,20192759,0.5,1742
beta_0,-5.183214588311437,0.32063610941339027,-5.811649814904726,-4.554779361718149,20192759,-5,1742
beta_logHI,2.0690503348041362,0.10183177063721262,1.869463731873256,2.268636937735016,20192759,2,1742
beta_logNI,1.0768280571412783,0.05952344808775226,0.9601642426536443,1.1934918716289122,20192759,1,1742
lambda,0.5153439132736861,0.011429700381584163,0.4929421121716975,0.5377457143756748,20192760,0.5,1743
beta_0,-5.232018952791125,0.322331303965431,-5.863776699653203,-4.600261205929048,20192760,-5,1743
beta_logHI,2.117505036820914,0.10499933584505011,1.9117101201639901,2.3232999534778376,20192760,2,1743
beta_logNI,1.0882331475240294,0.05877918567902293,0.973028060552552,1.2034382344955068,20192760,1,1743
lambda,0.4842832319206723,0.011453475023773587,0.46183483337624703,0.5067316304650975,20192761,0.5,1744
beta_0,-4.9213553441725395,0.3247712569896885,-5.557895311086131,-4.284815377258948,20192761,-5,1744
beta_logHI,1.8941488817135472,0.09766498293261011,1.7027290326149123,2.085568730812182,20192761,2,1744
beta_logNI,1.0247400251925973,0.058800533928484264,0.9094930964210427,1.139986953964152,20192761,1,1744
lambda,0.5163639947039455,0.011535856508836153,0.49375413141580465,0.5389738579920863,20192762,0.5,1745
beta_0,-4.8768025086796865,0.30848915008022454,-5.481430132458298,-4.272174884901075,20192762,-5,1745
beta_logHI,1.9751305479873587,0.09695331084836355,1.7851055505426496,2.165155545432068,20192762,2,1745
beta_logNI,1.0225303789485969,0.057604138264835354,0.909628342589054,1.1354324153081397,20192762,1,1745
lambda,0.5268390743789224,0.0120369264223305,0.5032471321065961,0.5504310166512487,20192763,0.5,1746
beta_0,-4.700382096081837,0.30084383896473643,-5.290025185423488,-4.110739006740186,20192763,-5,1746
beta_logHI,1.9405319336564053,0.09548508607893547,1.7533846038809848,2.127679263431826,20192763,2,1746
beta_logNI,0.9732010715754129,0.0542971088080221,0.866780693847037,1.0796214493037888,20192763,1,1746
lambda,0.506477643098974,0.011771202426239769,0.4834065102888136,0.5295487759091345,20192764,0.5,1747
beta_0,-4.650681220452129,0.29934784850756635,-5.237392222376511,-4.063970218527747,20192764,-5,1747
beta_logHI,1.9094955725354308,0.09282395301907312,1.7275639677154095,2.091427177355452,20192764,2,1747
beta_logNI,0.9327225126300203,0.05402561768782794,0.8268342477193474,1.0386107775406932,20192764,1,1747
lambda,0.49089987542753494,0.010845459537052855,0.4696431653391249,0.512156585515945,20192765,0.5,1748
beta_0,-5.336035228318389,0.3355778821021127,-5.993755791246758,-4.67831466539002,20192765,-5,1748
beta_logHI,2.1314025839180237,0.10798532613026504,1.9197552338438924,2.3430499339921553,20192765,2,1748
beta_logNI,1.0515700818639602,0.05924726875063443,0.9354475689303513,1.167692594797569,20192765,1,1748
lambda,0.5116569589560521,0.0112247773241004,0.48965679966633346,0.5336571182457708,20192766,0.5,1749
beta_0,-5.021847137419318,0.3109975015462148,-5.631391039731838,-4.412303235106798,20192766,-5,1749
beta_logHI,2.002710523133066,0.09815923848991027,1.8103219509429642,2.195099095323168,20192766,2,1749
beta_logNI,0.9900854521464052,0.05499034567648737,0.8823063551230821,1.0978645491697283,20192766,1,1749
lambda,0.5041414633131432,0.011231814169695023,0.48212751205949433,0.5261554145667922,20192767,0.5,1750
beta_0,-5.023670737800208,0.3133193581824678,-5.637765395497049,-4.409576080103366,20192767,-5,1750
beta_logHI,2.0353549663138577,0.10056387394643357,1.838253395233022,2.232456537394693,20192767,2,1750
beta_logNI,0.9856171306380962,0.055188340855224796,0.8774499701953352,1.0937842910808573,20192767,1,1750
lambda,0.531050787998902,0.012082098763419348,0.5073703095649442,0.5547312664328599,20192768,0.5,1751
beta_0,-4.4740491330084815,0.27872552422594615,-5.020341122063382,-3.9277571439535808,20192768,-5,1751
beta_logHI,1.8555521180297445,0.08718008918725985,1.6846822830537254,2.0264219530057637,20192768,2,1751
beta_logNI,0.9438032516923429,0.051831247036359024,0.8422158742272808,1.045390629157405,20192768,1,1751
lambda,0.4823837424153089,0.011269469602971118,0.4602959878686166,0.5044714969620012,20192769,0.5,1752
beta_0,-5.2805188853666225,0.3584417540619337,-5.983051813883376,-4.577985956849869,20192769,-5,1752
beta_logHI,2.083533825957851,0.1126664806344651,1.8627115816494202,2.304356070266282,20192769,2,1752
beta_logNI,1.0130555483674597,0.06112582433730434,0.8932511341410213,1.1328599625938982,20192769,1,1752
lambda,0.5073161933892365,0.011606994187050143,0.48456690281385245,0.5300654839646205,20192770,0.5,1753
beta_0,-4.793776028561672,0.30099812670941817,-5.383721516326156,-4.203830540797189,20192770,-5,1753
beta_logHI,1.9417372013965768,0.09456616589926287,1.7563909220779819,2.127083480715172,20192770,2,1753
beta_logNI,0.9433995714193696,0.05362596970094244,0.8382946021694863,1.0485045406692528,20192770,1,1753
lambda,0.49535438988221525,0.011610909947359369,0.472597424557653,0.5181113552067774,20192771,0.5,1754
beta_0,-4.967058760554452,0.3278535112581905,-5.6096398348255025,-4.324477686283402,20192771,-5,1754
beta_logHI,1.9572265219144833,0.10101635099188579,1.7592381121207303,2.1552149317082363,20192771,2,1754
beta_logNI,1.0188278029295903,0.05901324079341919,0.9031639763634988,1.1344916294956817,20192771,1,1754
lambda,0.49855518963598305,0.011670286750090108,0.47568184791655144,0.5214285313554147,20192772,0.5,1755
beta_0,-4.830029603875772,0.3293760662529484,-5.47559483110103,-4.1844643766505145,20192772,-5,1755
beta_logHI,1.9192267434123882,0.10027835439026529,1.7226847803785241,2.1157687064462523,20192772,2,1755
beta_logNI,0.9449903749137699,0.05760681715670401,0.832083088022646,1.0578976618048939,20192772,1,1755
lambda,0.4974309931984827,0.011668543756486302,0.47456106768373985,0.5203009187132256,20192773,0.5,1756
beta_0,-4.990749104538472,0.3343181154088886,-5.646000570119199,-4.3354976389577455,20192773,-5,1756
beta_logHI,2.005969712070531,0.10391288820720579,1.8023041936548707,2.209635230486191,20192773,2,1756
beta_logNI,1.016671907249828,0.05988486949295376,0.8992997198247573,1.1340440946748989,20192773,1,1756
lambda,0.5150063564296361,0.01145990812459961,0.49254534923928295,0.5374673636199893,20192774,0.5,1757
beta_0,-5.260940788750375,0.3455537194771771,-5.938213633649499,-4.583667943851251,20192774,-5,1757
beta_logHI,2.0723088884382235,0.10736047510411229,1.8618862238710543,2.2827315530053927,20192774,2,1757
beta_logNI,1.1029631647093499,0.06300658145324099,0.9794725342720082,1.2264537951466914,20192774,1,1757
lambda,0.5148757459277751,0.011639965945669642,0.49206183189298985,0.5376896599625602,20192775,0.5,1758
beta_0,-4.715717495304231,0.29665377659757697,-5.297148213313273,-4.1342867772951895,20192775,-5,1758
beta_logHI,1.9350790477807567,0.09399549583003368,1.7508512612449059,2.1193068343166077,20192775,2,1758
beta_logNI,0.9316699281120473,0.05242417469231277,0.8289204337958781,1.0344194224282164,20192775,1,1758
lambda,0.5153926925448344,0.01159505859608303,0.49266679529788016,0.5381185897917887,20192776,0.5,1759
beta_0,-5.13093255199256,0.3361857447341639,-5.789844503787297,-4.472020600197823,20192776,-5,1759
beta_logHI,2.015839251340567,0.10323549688725733,1.813501395515446,2.218177107165688,20192776,2,1759
beta_logNI,1.0152038435000657,0.05933113179820541,0.898916962013584,1.1314907249865473,20192776,1,1759
lambda,0.4977568002287849,0.01111382119299172,0.47597411095990316,0.5195394894976666,20192777,0.5,1760
beta_0,-5.256395707713279,0.3411707547004157,-5.925078099504443,-4.587713315922114,20192777,-5,1760
beta_logHI,2.0947425486247337,0.10730538119521298,1.8844278661347749,2.305057231114693,20192777,2,1760
beta_logNI,1.028301212274287,0.059793639135107615,0.9111078330648913,1.1454945914836825,20192777,1,1760
lambda,0.5058168672710507,0.011459625622252043,0.4833564137751243,0.5282773207669771,20192778,0.5,1761
beta_0,-4.995539177367465,0.31696577982484897,-5.616780690155821,-4.3742976645791085,20192778,-5,1761
beta_logHI,1.9912775548890207,0.09866168172007703,1.797904212063516,2.1846508977145254,20192778,2,1761
beta_logNI,1.0054013550341558,0.05699057394879174,0.8937018826362574,1.1171008274320542,20192778,1,1761
lambda,0.5104397442577775,0.011434724254799156,0.48802809654522455,0.5328513919703305,20192779,0.5,1762
beta_0,-4.9303587061260075,0.3100596598104534,-5.538064472413238,-4.322652939838777,20192779,-5,1762
beta_logHI,1.9669223517700738,0.0965985442379945,1.7775926841046055,2.1562520194355423,20192779,2,1762
beta_logNI,0.9912472680011479,0.05596109868554148,0.881565530042195,1.100929005960101,20192779,1,1762
lambda,0.5007956606017894,0.011315134945824408,0.478618403627763,0.5229729175758158,20192780,0.5,1763
beta_0,-4.785219924165562,0.29754417804070193,-5.368395796934911,-4.202044051396213,20192780,-5,1763
beta_logHI,1.8919998974088739,0.09155757625041269,1.7125503454462851,2.0714494493714626,20192780,2,1763
beta_logNI,1.0196980725910685,0.05671876759776132,0.9085313308519589,1.130864814330178,20192780,1,1763
lambda,0.5109210481908582,0.011065085851903076,0.48923387843528443,0.5326082179464319,20192781,0.5,1764
beta_0,-5.0981462553520815,0.313948661088214,-5.713474324079552,-4.482818186624611,20192781,-5,1764
beta_logHI,2.037732982756099,0.10050524522305904,1.8407463218615367,2.234719643650661,20192781,2,1764
beta_logNI,0.9948192479289523,0.05443503141817183,0.8881285468520292,1.1015099490058753,20192781,1,1764
lambda,0.488936323799666,0.011028784157331288,0.46732030405803077,0.5105523435413013,20192782,0.5,1765
beta_0,-5.138370170497099,0.32801686758389403,-5.781271417283175,-4.495468923711023,20192782,-5,1765
beta_logHI,2.063737135642722,0.1037883285595567,1.860315749650381,2.267158521635063,20192782,2,1765
beta_logNI,0.9850580418826013,0.057666970538575425,0.872032856529461,1.0980832272357415,20192782,1,1765
lambda,0.5008665043908013,0.011428064967975916,0.4784679086405846,0.5232651001410179,20192783,0.5,1766
beta_0,-5.085438034837767,0.32530004764478954,-5.723014412390718,-4.447861657284816,20192783,-5,1766
beta_logHI,2.064475984151461,0.1054898289498316,1.8577197186745005,2.271232249628422,20192783,2,1766
beta_logNI,0.9944117934466317,0.05548770019737344,0.8856578994748237,1.1031656874184397,20192783,1,1766
lambda,0.48953926774557266,0.010950631787955783,0.4680764238332199,0.5110021116579254,20192784,0.5,1767
beta_0,-5.434487552387165,0.35217939965596684,-6.124746491809798,-4.744228612964532,20192784,-5,1767
beta_logHI,2.1379622571851633,0.10871847067351713,1.9248779702107957,2.351046544159531,20192784,2,1767
beta_logNI,1.0466409336284999,0.06334688366448087,0.9224833231132687,1.170798544143731,20192784,1,1767
lambda,0.49224332858276393,0.01140740120128636,0.46988523307104374,0.5146014240944842,20192785,0.5,1768
beta_0,-5.183750615282684,0.33973516289848,-5.849619298845553,-4.517881931719815,20192785,-5,1768
beta_logHI,2.051855282711343,0.10665891595202923,1.8428076488152811,2.260902916607405,20192785,2,1768
beta_logNI,1.0383538596965662,0.06014057704806436,0.9204804946729039,1.1562272247202285,20192785,1,1768
lambda,0.5150584945779719,0.011732439554257719,0.49206333560083365,0.5380536535551103,20192786,0.5,1769
beta_0,-4.858187669137883,0.3047908981460012,-5.455566852319661,-4.260808485956105,20192786,-5,1769
beta_logHI,1.991841950154345,0.09810461692419738,1.7995604342658196,2.1841234660428706,20192786,2,1769
beta_logNI,0.9717779141515074,0.05391938354889759,0.8660978643270667,1.077457963975948,20192786,1,1769
lambda,0.5103609729259072,0.011798548322958442,0.4872362431430532,0.5334857027087612,20192787,0.5,1770
beta_0,-4.8054907474113975,0.309855633158403,-5.412796628808723,-4.198184866014072,20192787,-5,1770
beta_logHI,1.926309066768635,0.09684970924707485,1.7364871247311924,2.1161310088060774,20192787,2,1770
beta_logNI,0.9638788910802483,0.055007637451693625,0.8560659028002922,1.0716918793602044,20192787,1,1770
lambda,0.5069610417257944,0.011911745870078367,0.48361444882744703,0.5303076346241417,20192788,0.5,1771
beta_0,-4.799170109782216,0.3121566235982058,-5.410985849570325,-4.187354369994107,20192788,-5,1771
beta_logHI,1.9226690206815882,0.09636707467348417,1.7337930250260774,2.1115450163370992,20192788,2,1771
beta_logNI,0.9780761446359975,0.05632225370918984,0.8676865558378579,1.088465733434137,20192788,1,1771
lambda,0.5147732080518647,0.011493393340850786,0.49224657104364467,0.5372998450600847,20192789,0.5,1772
beta_0,-5.043142316796157,0.32110098918795815,-5.67248869100474,-4.413795942587574,20192789,-5,1772
beta_logHI,2.0781253191999656,0.10424946613327706,1.8738001201712144,2.2824505182287167,20192789,2,1772
beta_logNI,0.9723975788774211,0.05531246614307926,0.8639871373408946,1.0808080204139474,20192789,1,1772
lambda,0.49877080209244534,0.01131223225718349,0.47659923428361345,0.5209423699012772,20192790,0.5,1773
beta_0,-5.1516818787997165,0.33451528480274384,-5.807319789291253,-4.49604396830818,20192790,-5,1773
beta_logHI,2.057280027277447,0.1048148696518482,1.8518466577155643,2.2627133968393296,20192790,2,1773
beta_logNI,1.0659793106203226,0.06178704992057072,0.9448789180650256,1.1870797031756195,20192790,1,1773
lambda,0.497550205413202,0.011790162446271468,0.47444191164663324,0.5206584991797707,20192791,0.5,1774
beta_0,-4.7309986262107175,0.30816979706930986,-5.335000329589581,-4.126996922831854,20192791,-5,1774
beta_logHI,1.923059236980282,0.09548108919877493,1.7359197409460267,2.110198733014537,20192791,2,1774
beta_logNI,0.9377942240554367,0.0553007177256879,0.8294068089938726,1.0461816391170007,20192791,1,1774
lambda,0.5008167832223969,0.01124056798137539,0.478785674813127,0.5228478916316667,20192792,0.5,1775
beta_0,-5.137073501410897,0.33323373854593186,-5.79019962739456,-4.483947375427234,20192792,-5,1775
beta_logHI,2.02766225444572,0.10332890795480935,1.8251413162924393,2.2301831925990006,20192792,2,1775
beta_logNI,1.0447207473065634,0.06102962253406766,0.9251048851497167,1.16433660946341,20192792,1,1775
lambda,0.4932232866085091,0.011645106341402957,0.47039929758322035,0.5160472756337979,20192793,0.5,1776
beta_0,-4.915890308176548,0.32897216761737696,-5.560663908622681,-4.271116707730416,20192793,-5,1776
beta_logHI,1.9382985825190373,0.10030026651391671,1.7417136725119917,2.134883492526083,20192793,2,1776
beta_logNI,0.9821845408580988,0.05845158158514881,0.8676215461118025,1.0967475356043952,20192793,1,1776
lambda,0.512297480345881,0.011521552020812263,0.48971565333908423,0.5348793073526776,20192794,0.5,1777
beta_0,-4.93112735771799,0.31952347872205455,-5.557381868228168,-4.304872847207813,20192794,-5,1777
beta_logHI,2.0058913172895094,0.101520735143317,1.8069143327245785,2.2048683018544404,20192794,2,1777
beta_logNI,0.9656307658498703,0.056254766950076765,0.8553734486690258,1.075888083030715,20192794,1,1777
lambda,0.49844627816955595,0.011636089337594621,0.47563996214697996,0.5212525941921319,20192795,0.5,1778
beta_0,-4.883956673404891,0.3254485594867732,-5.521824128819408,-4.246089217990375,20192795,-5,1778
beta_logHI,1.9295219516031579,0.09989829293629819,1.7337248953309814,2.1253190078753343,20192795,2,1778
beta_logNI,1.0230230723241927,0.05926923561769558,0.9068575051222908,1.1391886395260946,20192795,1,1778
lambda,0.5018875353492063,0.011478837699880807,0.4793894268730593,0.5243856438253532,20192796,0.5,1779
beta_0,-4.946419457698861,0.316154915291942,-5.566071705206379,-4.326767210191343,20192796,-5,1779
beta_logHI,1.965837614711065,0.09968432534563178,1.7704599272104535,2.1612153022116765,20192796,2,1779
beta_logNI,0.9854808118944849,0.05493303339194476,0.877814044884737,1.0931475789042326,20192796,1,1779
lambda,0.5134585879629348,0.011598674548219173,0.4907256035800238,0.5361915723458457,20192797,0.5,1780
beta_0,-4.9320920641317425,0.3106403186647458,-5.540935900860689,-4.323248227402796,20192797,-5,1780
beta_logHI,1.9854126408852932,0.09822218386599939,1.7929006980250632,2.177924583745523,20192797,2,1780
beta_logNI,1.00870071337282,0.05607036223025296,0.8988048228014094,1.1185966039442308,20192797,1,1780
lambda,0.5018136344983378,0.01083903957493961,0.48056950730445186,0.5230577616922238,20192798,0.5,1781
beta_0,-5.50711231851484,0.3359499969974122,-6.1655622132361065,-4.848662423793573,20192798,-5,1781
beta_logHI,2.14509570533158,0.10725181811690832,1.934886004545999,2.3553054061171603,20192798,2,1781
beta_logNI,1.0792078828456988,0.059166954551746934,0.9632427828493566,1.195172982842041,20192798,1,1781
lambda,0.49453401329124236,0.010760004453133553,0.47344479208961,0.5156232344928747,20192799,0.5,1782
beta_0,-5.353464203565283,0.32870930954859073,-5.997722611663549,-4.709205795467017,20192799,-5,1782
beta_logHI,2.102665079137187,0.10362915021059767,1.8995556769759243,2.30577448129845,20192799,2,1782
beta_logNI,1.0392182925086706,0.05844573128659301,0.9246667641368425,1.1537698208804987,20192799,1,1782
lambda,0.49531362479962243,0.010962348749624706,0.47382781606439034,0.5167994335348546,20192800,0.5,1783
beta_0,-5.3745113546042145,0.3364477387528105,-6.033936805239664,-4.715085903968765,20192800,-5,1783
beta_logHI,2.1361749158660537,0.1065591185165216,1.9273228813493362,2.345026950382771,20192800,2,1783
beta_logNI,1.0163564177216664,0.05934529997085214,0.9000417671270703,1.1326710683162624,20192800,1,1783
lambda,0.5271367911618937,0.011524810052258276,0.5045485785308024,0.5497250037929851,20192801,0.5,1784
beta_0,-4.963467220641166,0.31177043177864333,-5.574526038371809,-4.352408402910523,20192801,-5,1784
beta_logHI,2.0115603484586444,0.10018110542366247,1.8152089898968558,2.207911707020433,20192801,2,1784
beta_logNI,1.011018464201472,0.05576178452758034,0.9017273748137317,1.1203095535892122,20192801,1,1784
lambda,0.49652949019487863,0.010935573978702132,0.47509615904634905,0.5179628213434082,20192802,0.5,1785
beta_0,-5.436051723914019,0.35150777665651395,-6.124994306446536,-4.747109141381503,20192802,-5,1785
beta_logHI,2.159287614014776,0.11124618631362383,1.9412490954226405,2.3773261326069113,20192802,2,1785
beta_logNI,1.031763340444418,0.06086989430060639,0.9124605398724696,1.1510661410163663,20192802,1,1785
lambda,0.5005573949757913,0.011307846728916566,0.4783944226444158,0.5227203673071669,20192803,0.5,1786
beta_0,-5.101810999316662,0.3281360459087272,-5.744945831327149,-4.458676167306175,20192803,-5,1786
beta_logHI,2.0308411054990065,0.10215797578188143,1.8306151522330039,2.231067058765009,20192803,2,1786
beta_logNI,1.002415281197966,0.058675660327439615,0.8874131001870788,1.1174174622088533,20192803,1,1786
lambda,0.5042598911065127,0.011110194962489777,0.4824843091188144,0.526035473094211,20192804,0.5,1787
beta_0,-5.262096590343086,0.33067405228600594,-5.9102058234455725,-4.6139873572406,20192804,-5,1787
beta_logHI,2.0408830185226097,0.10217468181299447,1.8406243220373009,2.2411417150079185,20192804,2,1787
beta_logNI,1.038986725893964,0.05944301809497242,0.9224805512954554,1.1554929004924728,20192804,1,1787
lambda,0.5225532578737213,0.01199805399163272,0.49903750416555415,0.5460690115818885,20192805,0.5,1788
beta_0,-4.2646996998132005,0.26643850147667336,-4.7869095668023025,-3.742489832824099,20192805,-5,1788
beta_logHI,1.8097695609628512,0.08520739783616996,1.642766129987582,1.9767729919381205,20192805,2,1788
beta_logNI,0.8561391295588425,0.047387008242129505,0.7632623000691661,0.949015959048519,20192805,1,1788
lambda,0.49517130528476133,0.011472296039342023,0.4726860182276695,0.5176565923418532,20192806,0.5,1789
beta_0,-4.983687437174143,0.3245591435766469,-5.619811669437535,-4.347563204910751,20192806,-5,1789
beta_logHI,2.0321797900033425,0.10355385493715075,1.8292179638662418,2.235141616140443,20192806,2,1789
beta_logNI,0.9931019082642164,0.05717017433827839,0.8810504255713147,1.105153390957118,20192806,1,1789
lambda,0.49725986214709167,0.011312695553792225,0.4750873862935925,0.5194323380005909,20192807,0.5,1790
beta_0,-5.1418404063128715,0.3230382035201413,-5.774983650842868,-4.508697161782875,20192807,-5,1790
beta_logHI,2.0143700168468635,0.10040816341576693,1.817573632798148,2.211166400895579,20192807,2,1790
beta_logNI,1.054090966680873,0.05884357858376065,0.9387596719352498,1.1694222614264964,20192807,1,1790
lambda,0.4785667790663367,0.01095149990272004,0.45710223368031155,0.5000313244523619,20192808,0.5,1791
beta_0,-5.6281003114751,0.37903165473299266,-6.370988703752386,-4.885211919197814,20192808,-5,1791
beta_logHI,2.137846179386604,0.11661426982408336,1.9092864104479645,2.366405948325243,20192808,2,1791
beta_logNI,1.0978965663633988,0.06573547142991433,0.9690574098540051,1.2267357228727926,20192808,1,1791
lambda,0.4947576387263604,0.011540471099340156,0.47213873100702836,0.5173765464456925,20192809,0.5,1792
beta_0,-4.8659617636048065,0.3232457461252804,-5.499511784166134,-4.232411743043479,20192809,-5,1792
beta_logHI,1.9141547841155317,0.09958681286379749,1.7189682175673586,2.109341350663705,20192809,2,1792
beta_logNI,1.00411600210156,0.05728163709739796,0.8918460564151666,1.1163859477879534,20192809,1,1792
lambda,0.4969812435096253,0.011860008621366004,0.4737360537554134,0.5202264332638372,20192810,0.5,1793
beta_0,-4.935899416496825,0.330450279405545,-5.583570062812891,-4.288228770180758,20192810,-5,1793
beta_logHI,1.9603960542648509,0.10104389343472897,1.7623536622750788,2.158438446254623,20192810,2,1793
beta_logNI,1.041274063203849,0.06143349908934507,0.9208666175444585,1.1616815088632395,20192810,1,1793
lambda,0.49208955975353547,0.010293617365500064,0.47191444044651926,0.5122646790605516,20192811,0.5,1794
beta_0,-5.948210572258841,0.35532931475193413,-6.644643231823928,-5.251777912693753,20192811,-5,1794
beta_logHI,2.286304148518528,0.11241575554493935,2.065973316355588,2.506634980681468,20192811,2,1794
beta_logNI,1.1729064959487345,0.06601352557697394,1.0435223633253519,1.3022906285721172,20192811,1,1794
lambda,0.5099290638838262,0.0117505050879444,0.4868984971113005,0.5329596306563519,20192812,0.5,1795
beta_0,-4.661258968677736,0.29992349315321415,-5.249098213375482,-4.073419723979991,20192812,-5,1795
beta_logHI,1.8995951682550247,0.09296066926183318,1.717395604523092,2.081794731986957,20192812,2,1795
beta_logNI,0.9390956100266901,0.054375113604406715,0.832522345706779,1.0456688743466012,20192812,1,1795
lambda,0.5134567630631297,0.012338720785006115,0.4892733147092219,0.5376402114170374,20192813,0.5,1796
beta_0,-4.26408634672408,0.2735634798687217,-4.800260914752223,-3.7279117786959377,20192813,-5,1796
beta_logHI,1.7388019351442927,0.08395432320024787,1.5742544853253715,1.903349384963214,20192813,2,1796
beta_logNI,0.9078968157419242,0.04979979273383925,0.8102910155460398,1.0055026159378087,20192813,1,1796
lambda,0.5112992744160304,0.011584757969181878,0.4885935660268205,0.5340049828052402,20192814,0.5,1797
beta_0,-4.75511342348989,0.30129858199188153,-5.345647792786966,-4.164579054192814,20192814,-5,1797
beta_logHI,1.9010792167350257,0.09230606325720178,1.7201626571962343,2.0819957762738173,20192814,2,1797
beta_logNI,0.9656966294859326,0.05493160742493901,0.8580326573201591,1.073360601651706,20192814,1,1797
lambda,0.49151266415996964,0.011212854714596487,0.46953587275548037,0.5134894555644589,20192815,0.5,1798
beta_0,-5.079767177777247,0.32193030864748334,-5.710738988258178,-4.448795367296316,20192815,-5,1798
beta_logHI,1.9852140766260176,0.09965947899377214,1.7898850870801981,2.180543066171837,20192815,2,1798
beta_logNI,1.04240461297162,0.05839174342625063,0.9279588988616654,1.1568503270815746,20192815,1,1798
lambda,0.48342481362387607,0.011151774006122722,0.46156773820814556,0.5052818890396066,20192816,0.5,1799
beta_0,-5.185937280814234,0.3376046018364214,-5.8476301414286045,-4.524244420199864,20192816,-5,1799
beta_logHI,2.06747817434383,0.10581314593433172,1.860088219221659,2.274868129466001,20192816,2,1799
beta_logNI,1.06100425836688,0.061665812995274245,0.9401414858187604,1.1818670309149995,20192816,1,1799
lambda,0.5141727366500422,0.011807123448509307,0.49103119992994554,0.5373142733701387,20192817,0.5,1800
beta_0,-5.018220842518684,0.3237108693087533,-5.652682487767993,-4.383759197269375,20192817,-5,1800
beta_logHI,2.032865480196399,0.10222465517197857,1.8325088377272947,2.233222122665503,20192817,2,1800
beta_logNI,1.0018602671003627,0.056958172953198875,0.8902242994868895,1.113496234713836,20192817,1,1800
lambda,0.48435324379130584,0.01142243989237959,0.4619656729866683,0.5067408145959434,20192818,0.5,1801
beta_0,-4.915948034583222,0.3171273222061566,-5.537506164620918,-4.294389904545525,20192818,-5,1801
beta_logHI,2.01697203681542,0.09994785730256127,1.8210778361704514,2.2128662374603887,20192818,2,1801
beta_logNI,0.9542212701873584,0.056326661222912244,0.8438230428210616,1.0646194975536551,20192818,1,1801
lambda,0.5155017267664184,0.012349541166242189,0.4912970708549889,0.5397063826778479,20192819,0.5,1802
beta_0,-4.180857368278877,0.2683727422335026,-4.706858277488793,-3.6548564590689607,20192819,-5,1802
beta_logHI,1.746854280930499,0.08298593849875628,1.5842048302496807,1.9095037316113173,20192819,2,1802
beta_logNI,0.8417271007190894,0.047845944592108294,0.7479507725122582,0.9355034289259206,20192819,1,1802
lambda,0.48761118967228845,0.010999231385586828,0.46605309229891567,0.5091692870456612,20192820,0.5,1803
beta_0,-4.999359307565086,0.3160132808638829,-5.618733956694637,-4.379984658435536,20192820,-5,1803
beta_logHI,1.9864904512910244,0.09846500074260028,1.7935025960978181,2.1794783064842305,20192820,2,1803
beta_logNI,0.9692665424752657,0.056572661163213994,0.8583861640857784,1.080146920864753,20192820,1,1803
lambda,0.4843263010709039,0.010490366989881712,0.4637655595861279,0.50488704255568,20192821,0.5,1804
beta_0,-5.345232699476032,0.3235188992690943,-5.979318090361498,-4.711147308590566,20192821,-5,1804
beta_logHI,2.1519515082240934,0.10566281609990563,1.9448561941631994,2.3590468222849874,20192821,2,1804
