term,estimate,std_error,conf_low,conf_high,seed,true_value,index
lambda,0.5034809615478238,0.011350400569316767,0.4812345852218601,0.5257273378737877,20194750,0.5,3733
beta_0,-4.988630935515856,0.30864495766669486,-5.593563936552467,-4.383697934479244,20194750,-5,3733
beta_logHI,2.0296082236549875,0.10040554403465946,1.8328169734989046,2.2263994738110706,20194750,2,3733
beta_logNI,0.9895290585989591,0.053955402682473355,0.8837784125699556,1.0952797046279628,20194750,1,3733
lambda,0.513871296058288,0.011417076944918161,0.49149423643752577,0.5362483556790502,20194751,0.5,3734
beta_0,-5.0388843060963575,0.330698350055192,-5.6870411619513535,-4.390727450241362,20194751,-5,3734
beta_logHI,1.9573637988580792,0.10004229680530563,1.7612845001890136,2.153443097527145,20194751,2,3734
beta_logNI,1.0000024159625032,0.05952886796954433,0.8833279787017563,1.11667685322325,20194751,1,3734
lambda,0.5041727777296238,0.011476242377453864,0.4816797559919619,0.5266657994672856,20194752,0.5,3735
beta_0,-4.828884829918652,0.31440260764931066,-5.4451026175567785,-4.212667042280526,20194752,-5,3735
beta_logHI,1.9455747930123541,0.09799205399248975,1.7535138964159698,2.1376356896087385,20194752,2,3735
beta_logNI,0.9787477515079923,0.0565455142888006,0.8679205800146481,1.0895749230013365,20194752,1,3735
lambda,0.5100969807334623,0.01182962319019606,0.48691134532999825,0.5332826161369264,20194753,0.5,3736
beta_0,-4.842350655221792,0.3100072463652916,-5.449953693044199,-4.234747617399385,20194753,-5,3736
beta_logHI,1.9562496000967302,0.09574872398718617,1.768585549516179,2.1439136506772813,20194753,2,3736
beta_logNI,1.0071392452187986,0.05758805784067342,0.8942687259114692,1.120009764526128,20194753,1,3736
lambda,0.5003675383042272,0.011169516853310016,0.4784756875470264,0.522259389061428,20194754,0.5,3737
beta_0,-4.997070302785846,0.30487179115957286,-5.594608033360825,-4.399532572210867,20194754,-5,3737
beta_logHI,1.9792756675889607,0.09751207137274635,1.7881555196404786,2.1703958155374425,20194754,2,3737
beta_logNI,0.9942735524893623,0.0537350527797133,0.8889547843337654,1.0995923206449594,20194754,1,3737
lambda,0.48864576909295726,0.010537783948464994,0.4679920920771016,0.509299446108813,20194755,0.5,3738
beta_0,-5.7699840456194,0.36246429609123265,-6.480401011639878,-5.059567079598922,20194755,-5,3738
beta_logHI,2.23741173286602,0.11533541775543431,2.0113584679234875,2.4634649978085528,20194755,2,3738
beta_logNI,1.126064264493414,0.06447636465652662,0.9996929119125506,1.2524356170742774,20194755,1,3738
lambda,0.49291836210874934,0.01126346453254379,0.4708423772838192,0.5149943469336794,20194756,0.5,3739
beta_0,-4.793364426311202,0.3065401351522273,-5.394172051025608,-4.192556801596796,20194756,-5,3739
beta_logHI,1.9355089401676626,0.09607100421731495,1.7472132319431297,2.1238046483921957,20194756,2,3739
beta_logNI,0.9388629468990471,0.05502034249580263,0.8310250571902154,1.046700836607879,20194756,1,3739
lambda,0.5060249809222093,0.011581910460409515,0.4833248535476389,0.5287251082967797,20194757,0.5,3740
beta_0,-4.795205269794516,0.303317959323046,-5.389697545931871,-4.20071299365716,20194757,-5,3740
beta_logHI,1.9465400493296163,0.09552812809493189,1.759308358753021,2.1337717399062117,20194757,2,3740
beta_logNI,0.9599145165090093,0.053580032363859,0.8548995827853552,1.0649294502326634,20194757,1,3740
lambda,0.5076942889235216,0.011536910880886861,0.4850823591041351,0.5303062187429082,20194758,0.5,3741
beta_0,-4.88843798641308,0.3101839896136219,-5.496387434636725,-4.280488538189434,20194758,-5,3741
beta_logHI,1.9817477712965001,0.09813861325777455,1.789399623818557,2.174095918774443,20194758,2,3741
beta_logNI,1.022304436778391,0.05707600668341743,0.9104375192975254,1.1341713542592564,20194758,1,3741
lambda,0.5128806696008247,0.012081938298394435,0.4892005056725364,0.5365608335291129,20194759,0.5,3742
beta_0,-4.512487788338392,0.2978055952758665,-5.096176029473602,-3.928799547203182,20194759,-5,3742
beta_logHI,1.8894722879407972,0.09594085696392045,1.7014316636456044,2.0775129122359903,20194759,2,3742
beta_logNI,0.9030924611704816,0.05137757590740915,0.8023942627789868,1.0037906595619763,20194759,1,3742
lambda,0.4903811781401829,0.010872959859780764,0.46907056840966294,0.5116917878707029,20194760,0.5,3743
beta_0,-5.41170416526774,0.3491256189219864,-6.095977804435089,-4.727430526100392,20194760,-5,3743
beta_logHI,2.1361108090547227,0.11121235397975333,1.9181386006184864,2.354083017490959,20194760,2,3743
beta_logNI,1.0889528954482794,0.062357605693031,0.9667342341277889,1.21117155676877,20194760,1,3743
lambda,0.5120107864695884,0.010934966501460825,0.49057864595457323,0.5334429269846036,20194761,0.5,3744
beta_0,-5.048439945023748,0.30127926316368075,-5.638936450113327,-4.457943439934169,20194761,-5,3744
beta_logHI,2.021442799555318,0.09573096388681604,1.833813558131854,2.209072040978782,20194761,2,3744
beta_logNI,0.9886409880585916,0.054231940771732795,0.882348337334286,1.0949336387828972,20194761,1,3744
lambda,0.5215594674657588,0.01193747140218631,0.49816245345099675,0.5449564814805208,20194762,0.5,3745
beta_0,-4.4992615460415655,0.2845295510249393,-5.056929218587798,-3.941593873495333,20194762,-5,3745
beta_logHI,1.8167079609961057,0.08847667085534434,1.643296872647626,1.9901190493445853,20194762,2,3745
beta_logNI,0.8984499696402481,0.049322912190308606,0.8017788381346117,0.9951211011458846,20194762,1,3745
lambda,0.5074255631682429,0.011412937490126698,0.48505661672978767,0.5297945096066983,20194763,0.5,3746
beta_0,-4.955931873868296,0.3177475147891118,-5.578705559032063,-4.3331581887045285,20194763,-5,3746
beta_logHI,1.9577605973479193,0.0978877860206602,1.765904062221062,2.1496171324747766,20194763,2,3746
beta_logNI,0.9979638879648308,0.05715801872475716,0.8859362298366408,1.109991546093021,20194763,1,3746
lambda,0.5028166671244557,0.011168048288314915,0.4809276947017543,0.5247056395471571,20194764,0.5,3747
beta_0,-5.145032604724147,0.3257197998645667,-5.783431681510292,-4.506633527938002,20194764,-5,3747
beta_logHI,2.077018033752255,0.10366902664307084,1.873830475219513,2.280205592284997,20194764,2,3747
beta_logNI,1.04670006031763,0.05988676879592898,0.929324150327132,1.1640759703081278,20194764,1,3747
lambda,0.4820597182201426,0.011544225830573266,0.459433451362822,0.5046859850774632,20194765,0.5,3748
beta_0,-5.145819446055638,0.3543761774310167,-5.840383990799406,-4.45125490131187,20194765,-5,3748
beta_logHI,2.005668431736455,0.10863080424136681,1.7927559678117553,2.218580895661155,20194765,2,3748
beta_logNI,1.0107052637618397,0.06032844113701704,0.8924636918898416,1.1289468356338377,20194765,1,3748
lambda,0.4882223474947414,0.011055616805216134,0.466553736729642,0.5098909582598408,20194766,0.5,3749
beta_0,-5.060590095317918,0.32411096526179295,-5.695835914225545,-4.425344276410292,20194766,-5,3749
beta_logHI,1.965251297714835,0.09883601450883071,1.7715362689020486,2.1589663265276213,20194766,2,3749
beta_logNI,1.0140205802078566,0.059231487951806196,0.8979289970715983,1.130112163344115,20194766,1,3749
lambda,0.49918281312794527,0.011472467925280224,0.4766971891806051,0.5216684370752854,20194767,0.5,3750
beta_0,-5.05183088222736,0.32935232172695134,-5.697349571036834,-4.406312193417887,20194767,-5,3750
beta_logHI,2.019316914777818,0.10374256713756413,1.8159852195244637,2.222648610031172,20194767,2,3750
beta_logNI,1.0070431581606594,0.05838170330357371,0.8926171223295518,1.121469193991767,20194767,1,3750
lambda,0.5020527237707364,0.011217414496668599,0.48006699535760844,0.5240384521838644,20194768,0.5,3751
beta_0,-5.3302988706286785,0.3389174481531425,-5.994564862741059,-4.666032878516298,20194768,-5,3751
beta_logHI,2.17463607450964,0.11017341282512458,1.9587001533185324,2.390571995700747,20194768,2,3751
beta_logNI,1.0272065893322406,0.059194953382651454,0.9111866126357163,1.1432265660287648,20194768,1,3751
lambda,0.4983089677633231,0.011320681789944548,0.47612083917459336,0.5204970963520529,20194769,0.5,3752
beta_0,-5.1861583000111375,0.3294498365683546,-5.831868114397719,-4.540448485624556,20194769,-5,3752
beta_logHI,2.0284522552214486,0.10406879828634506,1.8244811586658485,2.2324233517770486,20194769,2,3752
beta_logNI,1.0364839814214384,0.05787694337014331,0.9230472568806932,1.1499207059621834,20194769,1,3752
lambda,0.49659481974039565,0.011124847086841286,0.4747905201166714,0.5183991193641199,20194770,0.5,3753
beta_0,-5.5825621755060615,0.36862642043727073,-6.3050566833130315,-4.8600676676990915,20194770,-5,3753
beta_logHI,2.1693194118338015,0.1169928092444119,1.9400177192645895,2.3986211044030137,20194770,2,3753
beta_logNI,1.1228912246118499,0.06467658904423655,0.9961274394422484,1.2496550097814514,20194770,1,3753
lambda,0.5174875686577564,0.011784954912593846,0.49438948146964407,0.5405856558458687,20194771,0.5,3754
beta_0,-4.834377117672286,0.31054834304766515,-5.443040685504299,-4.225713549840273,20194771,-5,3754
beta_logHI,1.9681051474922606,0.09842508571063209,1.775195524324154,2.1610147706603673,20194771,2,3754
beta_logNI,0.9945310994291995,0.05554671441234898,0.8856615397214636,1.1034006591369354,20194771,1,3754
lambda,0.4909165337192893,0.011207704954489962,0.46894983565913784,0.5128832317794407,20194772,0.5,3755
beta_0,-5.317322489739314,0.3332342528515045,-5.970449623743376,-4.664195355735251,20194772,-5,3755
beta_logHI,2.1473186967191666,0.10816196768180161,1.9353251355658503,2.359312257872483,20194772,2,3755
beta_logNI,1.0848026035268437,0.05980174120687957,0.9675933445485748,1.2020118625051124,20194772,1,3755
lambda,0.4973696852346587,0.011414475737784778,0.47499772388619427,0.5197416465831232,20194773,0.5,3756
beta_0,-5.007426933077352,0.327987482378689,-5.650270585919548,-4.364583280235156,20194773,-5,3756
beta_logHI,2.0474650527201286,0.10453808699298894,1.8425741672011553,2.252355938239102,20194773,2,3756
beta_logNI,1.0181222866865212,0.05945711821874059,0.9015884763532493,1.134656097019793,20194773,1,3756
lambda,0.5185082720851532,0.011421435816351638,0.4961226692333681,0.5408938749369382,20194774,0.5,3757
beta_0,-5.209403539209834,0.34047568054385174,-5.876723610687549,-4.54208346773212,20194774,-5,3757
beta_logHI,2.141329674449477,0.11034277630400015,1.925061806939477,2.357597541959477,20194774,2,3757
beta_logNI,1.0443566703058516,0.06085158099193794,0.9250897631593311,1.163623577452372,20194774,1,3757
lambda,0.497468079564994,0.011614024966202787,0.4747050089156875,0.5202311502143004,20194775,0.5,3758
beta_0,-4.729778496830046,0.30507415868577675,-5.327712860468026,-4.131844133192066,20194775,-5,3758
beta_logHI,1.9438434775772966,0.09634501766740626,1.755010712859305,2.132676242295288,20194775,2,3758
beta_logNI,0.9221213298210671,0.05399479400947115,0.8162934782098445,1.0279491814322896,20194775,1,3758
lambda,0.5072526081793111,0.010901563869924035,0.4858859356190969,0.5286192807395252,20194776,0.5,3759
beta_0,-5.498121721771169,0.3343643645709852,-6.1534638340439205,-4.842779609498418,20194776,-5,3759
beta_logHI,2.239146743851054,0.11052838473961574,2.022515090492021,2.455778397210087,20194776,2,3759
beta_logNI,1.0822017951771914,0.059746562381060075,0.965100684710238,1.1993029056441449,20194776,1,3759
lambda,0.49680248931118687,0.011429683897251061,0.4744007205178974,0.5192042581044763,20194777,0.5,3760
beta_0,-5.2321823755568735,0.3484782260977213,-5.915187148104813,-4.549177603008934,20194777,-5,3760
beta_logHI,2.031202555014225,0.10595216181163511,1.8235401337792603,2.23886497624919,20194777,2,3760
beta_logNI,1.0270990852003938,0.061336954361580064,0.90688086373032,1.1473173066704678,20194777,1,3760
lambda,0.5172169654198094,0.01150857088509837,0.4946605809714904,0.5397733498681285,20194778,0.5,3761
beta_0,-5.002674309431241,0.32024062321679075,-5.630334397322812,-4.37501422153967,20194778,-5,3761
beta_logHI,2.059978517681435,0.1029356750144738,1.858228301928747,2.2617287334341234,20194778,2,3761
beta_logNI,1.0355043280830076,0.05937215061809679,0.9191370511868504,1.1518716049791649,20194778,1,3761
lambda,0.5128428372090637,0.011800797618581037,0.4897136988877988,0.5359719755303285,20194779,0.5,3762
beta_0,-4.5957778654831465,0.29330710213611383,-5.17064922207974,-4.0209065088865525,20194779,-5,3762
beta_logHI,1.8284437091612613,0.08947842897325047,1.6530692109804652,2.0038182073420576,20194779,2,3762
beta_logNI,0.9604115325812415,0.05379445413611423,0.8549763399064658,1.065846725256017,20194779,1,3762
lambda,0.5032929370657695,0.01093839758578949,0.4818540717490422,0.5247318023824967,20194780,0.5,3763
beta_0,-5.3659653354684655,0.33405909232062575,-6.020709125125033,-4.711221545811898,20194780,-5,3763
beta_logHI,2.1455984946897027,0.10638974202413287,1.9370784319978949,2.3541185573815104,20194780,2,3763
beta_logNI,1.0256942546459606,0.05880285198515239,0.9104427825668223,1.1409457267250989,20194780,1,3763
lambda,0.4758817119226613,0.010629588603036888,0.4550481010902316,0.49671532275509106,20194781,0.5,3764
beta_0,-5.477902165292937,0.3600777011499821,-6.183641491182879,-4.772162839402995,20194781,-5,3764
beta_logHI,2.088014379113542,0.11089099152733597,1.8706720295100274,2.305356728717057,20194781,2,3764
beta_logNI,1.0208789067432176,0.06184275018162845,0.899669343682318,1.1420884698041172,20194781,1,3764
lambda,0.5148190768172308,0.011934870868142449,0.49142715975553536,0.5382109938789263,20194782,0.5,3765
beta_0,-4.754517858581985,0.30995466754132095,-5.36201784380306,-4.14701787336091,20194782,-5,3765
beta_logHI,1.9319297376578026,0.09699429726953765,1.741824408303737,2.122035067011868,20194782,2,3765
beta_logNI,0.9222107807240061,0.054059478930713195,0.8162561489968063,1.0281654124512059,20194782,1,3765
lambda,0.4897479933795087,0.011114351864183882,0.46796426401420266,0.5115317227448147,20194783,0.5,3766
beta_0,-5.32577342186477,0.348971661939372,-6.0097453108910255,-4.641801532838514,20194783,-5,3766
beta_logHI,2.053022055939175,0.10654208676540282,1.844203403041244,2.261840708837106,20194783,2,3766
beta_logNI,1.0776778873660586,0.06278052524751826,0.9546303189504153,1.200725455781702,20194783,1,3766
lambda,0.5106821268806998,0.011585901764944949,0.48797417669298865,0.5333900770684109,20194784,0.5,3767
beta_0,-4.696152611259106,0.29560235926135814,-5.275522589156438,-4.116782633361774,20194784,-5,3767
beta_logHI,1.9226060713421016,0.09339834778325296,1.7395486734713794,2.1056634692128235,20194784,2,3767
beta_logNI,0.951935974471443,0.053539922036610704,0.8469996555446037,1.0568722933982824,20194784,1,3767
lambda,0.4975049686795954,0.010847602269878066,0.4762440589120195,0.5187658784471714,20194785,0.5,3768
beta_0,-5.494544367912092,0.34903504050372813,-6.1786404766418785,-4.810448259182306,20194785,-5,3768
beta_logHI,2.197501513027463,0.112733749075855,1.9765474249966117,2.4184556010583145,20194785,2,3768
beta_logNI,1.0602776754227332,0.06092780038650707,0.9408613810079338,1.1796939698375326,20194785,1,3768
lambda,0.5158997254783064,0.01208528394719596,0.49221300419886227,0.5395864467577506,20194786,0.5,3769
beta_0,-4.554660325780143,0.294433240184217,-5.131738872392639,-3.9775817791676458,20194786,-5,3769
beta_logHI,1.9390378686517338,0.09613485607526225,1.7506170130852783,2.1274587242181893,20194786,2,3769
beta_logNI,0.9170356327217867,0.05166401903645987,0.8157760161137336,1.0182952493298398,20194786,1,3769
lambda,0.5010996063139386,0.011797007415218427,0.4779778966547585,0.5242213159731186,20194787,0.5,3770
beta_0,-4.61018737336632,0.29298490844391994,-5.184427241930168,-4.035947504802472,20194787,-5,3770
beta_logHI,1.907232790771342,0.09294611215084678,1.7250617584526617,2.0894038230900223,20194787,2,3770
beta_logNI,0.952209558280619,0.05334852126391187,0.8476483779748826,1.0567707385863556,20194787,1,3770
lambda,0.5151572932000421,0.01126453736990532,0.49307920565252217,0.537235380747562,20194788,0.5,3771
beta_0,-4.8168963793221256,0.2934070839229408,-5.39196369662001,-4.241829062024241,20194788,-5,3771
beta_logHI,1.9454440182608403,0.09287570779888085,1.763410975936368,2.1274770605853126,20194788,2,3771
beta_logNI,0.9792821830052085,0.05343034163380316,0.8745606377212833,1.0840037282891337,20194788,1,3771
lambda,0.4886697896553337,0.010870696894168318,0.46736361525591236,0.509975964054755,20194789,0.5,3772
beta_0,-5.271522778350559,0.3306243971519701,-5.919534689178688,-4.62351086752243,20194789,-5,3772
beta_logHI,2.130333988994743,0.10636126502515372,1.921869740195322,2.3387982377941636,20194789,2,3772
beta_logNI,0.9992804122777913,0.057571437807814624,0.8864424676362871,1.1121183569192956,20194789,1,3772
lambda,0.5130007431126822,0.011591511063066341,0.49028179890267454,0.5357196873226898,20194790,0.5,3773
beta_0,-4.642904361687785,0.2888140551823846,-5.208969508074222,-4.076839215301348,20194790,-5,3773
beta_logHI,1.9057148079163222,0.09158598948250286,1.7262095670421524,2.085220048790492,20194790,2,3773
beta_logNI,0.9383284049140916,0.05261753116326606,0.8351999388786763,1.0414568709495071,20194790,1,3773
lambda,0.49136563615268525,0.011406301149566098,0.46900969670271786,0.5137215756026526,20194791,0.5,3774
beta_0,-4.94498169536876,0.31269291527868565,-5.557848547535818,-4.332114843201702,20194791,-5,3774
beta_logHI,1.8918270440945852,0.09472783185520775,1.706163905324812,2.0774901828643584,20194791,2,3774
beta_logNI,1.0386005879808822,0.05780220596404355,0.9253103460643906,1.1518908298973738,20194791,1,3774
lambda,0.5061625363431818,0.011584389106079833,0.48345755091236714,0.5288675217739964,20194792,0.5,3775
beta_0,-4.741927732861274,0.29916590364658874,-5.328282129410968,-4.155573336311581,20194792,-5,3775
beta_logHI,1.9007405637387178,0.09391353841857084,1.7166734107776003,2.084807716699835,20194792,2,3775
beta_logNI,0.9882199443972439,0.05408818297476741,0.8822090537774873,1.0942308350170005,20194792,1,3775
lambda,0.48077278941946716,0.0109351453327528,0.45934029840156043,0.5022052804373739,20194793,0.5,3776
beta_0,-5.312353103652496,0.3370371697276562,-5.9729338177700155,-4.651772389534977,20194793,-5,3776
beta_logHI,2.1012229535323237,0.10716186094262323,1.8911895655684927,2.3112563414961547,20194793,2,3776
beta_logNI,1.0409850190472614,0.05918625106952054,0.9249820985710558,1.1569879395234668,20194793,1,3776
lambda,0.524943299385182,0.012000017444243383,0.5014236973806127,0.5484629013897514,20194794,0.5,3777
beta_0,-4.32732525130852,0.26946103163487045,-4.855459168549874,-3.7991913340671655,20194794,-5,3777
beta_logHI,1.8379785126577954,0.08654079503484824,1.6683616711960303,2.0075953541195606,20194794,2,3777
beta_logNI,0.8799930302940465,0.04820178080470736,0.785519275926126,0.974466784661967,20194794,1,3777
lambda,0.48790623358618046,0.01135704369421876,0.46564683697466397,0.5101656301976969,20194795,0.5,3778
beta_0,-5.193076769606085,0.34520471215690834,-5.869665572727142,-4.516487966485029,20194795,-5,3778
beta_logHI,2.0365910192183345,0.10793015362738306,1.8250518052627887,2.2481302331738804,20194795,2,3778
beta_logNI,1.0184670306875199,0.05985022169756311,0.9011627516935585,1.1357713096814812,20194795,1,3778
lambda,0.5090424026612769,0.011161359331635302,0.48716654035276163,0.5309182649697921,20194796,0.5,3779
beta_0,-5.3477401342988475,0.3424810689078897,-6.018990694745092,-4.676489573852603,20194796,-5,3779
beta_logHI,2.1761956544155976,0.112148862434674,1.9563879231364996,2.3960033856946956,20194796,2,3779
beta_logNI,1.0544933092760613,0.06041537681434409,0.9360813466075307,1.172905271944592,20194796,1,3779
lambda,0.4881914154622987,0.011208888402172601,0.46622239788731173,0.5101604330372858,20194797,0.5,3780
beta_0,-5.325027415706911,0.3518674178837126,-6.014674882092093,-4.635379949321729,20194797,-5,3780
beta_logHI,2.069104390883588,0.10821995777018187,1.856997171245586,2.28121161052159,20194797,2,3780
beta_logNI,1.0413186403519925,0.06160060905950911,0.9205836651696229,1.1620536155343621,20194797,1,3780
lambda,0.49550402071544025,0.010995085918301718,0.4739540483086454,0.5170539931222351,20194798,0.5,3781
beta_0,-5.283447150632784,0.32867870851050474,-5.927645581798512,-4.639248719467057,20194798,-5,3781
beta_logHI,2.1481762264931925,0.1071378037473895,1.9381899897655888,2.3581624632207965,20194798,2,3781
beta_logNI,0.9887177922926853,0.05656457515706631,0.8778532621840263,1.0995823224013443,20194798,1,3781
lambda,0.4821431435677036,0.010994616466281418,0.460594091269961,0.5036921958654462,20194799,0.5,3782
beta_0,-5.407886897484022,0.3543158412645606,-6.1023331855145715,-4.713440609453472,20194799,-5,3782
beta_logHI,2.067045726269758,0.10949096328726367,1.8524473815941238,2.281644070945392,20194799,2,3782
beta_logNI,1.0493482561041447,0.06087733133060061,0.9300308792212557,1.1686656329870337,20194799,1,3782
lambda,0.5033609773213089,0.011402440323125325,0.481012604952116,0.5257093496905018,20194800,0.5,3783
beta_0,-4.967635517810995,0.3130137248376486,-5.581131145159517,-4.3541398904624735,20194800,-5,3783
beta_logHI,1.979158789577307,0.09817124757456501,1.7867466800137946,2.1715708991408196,20194800,2,3783
beta_logNI,0.9476728648665569,0.05282225693970858,0.8441431436826071,1.0512025860505065,20194800,1,3783
lambda,0.4947604500538162,0.011447910309315863,0.4723229581493123,0.51719794195832,20194801,0.5,3784
beta_0,-5.042877355017774,0.33030670030133313,-5.690266591460652,-4.395488118574896,20194801,-5,3784
beta_logHI,2.0363496378961465,0.10621051256794296,1.8281808584834396,2.2445184173088535,20194801,2,3784
beta_logNI,0.984690071116816,0.056541479640304364,0.8738708073892147,1.0955093348444171,20194801,1,3784
lambda,0.5072585399409467,0.011590887648952426,0.48454081760014983,0.5299762622817437,20194802,0.5,3785
beta_0,-4.812249669636136,0.31644828615922904,-5.43247691347765,-4.192022425794622,20194802,-5,3785
beta_logHI,1.926252171875832,0.09736264309906041,1.7354248979620466,2.1170794457896176,20194802,2,3785
beta_logNI,0.9779290806622128,0.057052523887193334,0.8661081886162028,1.089749972708223,20194802,1,3785
lambda,0.4880683979484035,0.012099624172100944,0.4643535703446154,0.5117832255521916,20194803,0.5,3786
beta_0,-4.4818660277390565,0.2977651897112562,-5.065475075422855,-3.898256980055258,20194803,-5,3786
beta_logHI,1.7902332199168507,0.09003354348053252,1.613770717294486,1.9666957225392154,20194803,2,3786
beta_logNI,0.9447746216226967,0.05438895690625478,0.8381742249297363,1.051375018315657,20194803,1,3786
lambda,0.4891650043799241,0.01076828060385145,0.468059562220954,0.5102704465388942,20194804,0.5,3787
beta_0,-5.811936239121951,0.36879697487053564,-6.534765027475524,-5.089107450768378,20194804,-5,3787
beta_logHI,2.2117024442405593,0.11422280402976089,1.9878298621290513,2.4355750263520672,20194804,2,3787
beta_logNI,1.1341444884780438,0.06543768396355022,1.0058889846777712,1.2623999922783165,20194804,1,3787
lambda,0.513113729174536,0.011675073601383886,0.49023100539896924,0.5359964529501028,20194805,0.5,3788
beta_0,-4.866634614510961,0.30935242325800444,-5.47295422262684,-4.260315006395081,20194805,-5,3788
beta_logHI,1.967341224541121,0.09758913215692645,1.7760700402310257,2.1586124088512166,20194805,2,3788
beta_logNI,0.9771732375481272,0.05491270361453735,0.8695463161699116,1.084800158926343,20194805,1,3788
lambda,0.5068982327413504,0.011598666992043778,0.4841652631682711,0.5296312023144297,20194806,0.5,3789
beta_0,-4.980176494382612,0.32417477655177057,-5.615547381120402,-4.3448056076448225,20194806,-5,3789
beta_logHI,1.9968929952337298,0.10040970357542839,1.8000935925275474,2.193692397939912,20194806,2,3789
beta_logNI,0.9867603380658805,0.0578084150347177,0.8734579265944901,1.100062749537271,20194806,1,3789
lambda,0.4971392220189422,0.011370393593820048,0.47485366008500995,0.5194247839528744,20194807,0.5,3790
beta_0,-4.960765305133567,0.3157234728348562,-5.5795719409637945,-4.341958669303339,20194807,-5,3790
beta_logHI,2.036258736694957,0.1019822799706728,1.836377140891158,2.2361403324987563,20194807,2,3790
beta_logNI,0.9762200018017628,0.05557192744099985,0.86730102546593,1.0851389781375955,20194807,1,3790
lambda,0.5086483745056534,0.011475164720198518,0.48615746493739964,0.5311392840739071,20194808,0.5,3791
beta_0,-5.091809561013148,0.33822531609175627,-5.754718999212666,-4.428900122813631,20194808,-5,3791
beta_logHI,2.049286005589687,0.10620698711129206,1.8411241359450448,2.257447875234329,20194808,2,3791
beta_logNI,1.0149527649470467,0.05958644912967953,0.8981654706862467,1.1317400592078466,20194808,1,3791
lambda,0.5159880500899139,0.012105461335573602,0.4922617818559475,0.5397143183238803,20194809,0.5,3792
beta_0,-4.429747543330983,0.28547295150739865,-4.989264246845833,-3.870230839816132,20194809,-5,3792
beta_logHI,1.875051298144596,0.09261565500769972,1.6935279499249178,2.056574646364274,20194809,2,3792
beta_logNI,0.8937408625342101,0.04918514494314596,0.7973397498712618,0.9901419751971585,20194809,1,3792
lambda,0.5072758170723021,0.010910683126339278,0.4858912710979482,0.528660363046656,20194810,0.5,3793
beta_0,-5.380065716160184,0.32417250655545377,-6.015432153786947,-4.74469927853342,20194810,-5,3793
beta_logHI,2.077737210675952,0.10187406472547386,1.8780677128553211,2.277406708496583,20194810,2,3793
beta_logNI,1.0919338837768287,0.05824651164770675,0.9777728187222307,1.2060949488314265,20194810,1,3793
lambda,0.5021076102665842,0.01089890624044471,0.48074614656443376,0.5234690739687347,20194811,0.5,3794
beta_0,-5.3511314986288285,0.3328991790706846,-6.00360190009032,-4.698661097167337,20194811,-5,3794
beta_logHI,2.17876406703558,0.10980932094502367,1.9635417528165338,2.393986381254626,20194811,2,3794
beta_logNI,1.0375209383755974,0.05806559996364996,0.9237144537061333,1.1513274230450616,20194811,1,3794
lambda,0.5067178892641525,0.011274641930148679,0.48461999714247594,0.5288157813858291,20194812,0.5,3795
beta_0,-5.230866635326106,0.33193710683674915,-5.881451409858559,-4.5802818607936535,20194812,-5,3795
beta_logHI,2.106948581886788,0.10751827818558343,1.896216628963286,2.31768053481029,20194812,2,3795
beta_logNI,1.0569682094183663,0.05893149626910085,0.9414645991758721,1.1724718196608606,20194812,1,3795
lambda,0.496022460614215,0.011305983748082024,0.47386313965817906,0.518181781570251,20194813,0.5,3796
beta_0,-5.001074144038014,0.3150487475769678,-5.618558342663322,-4.383589945412707,20194813,-5,3796
beta_logHI,2.011252843839208,0.09834446561882679,1.8185012331474701,2.204004454530946,20194813,2,3796
beta_logNI,0.9864019464066828,0.057379935819996064,0.8739393387642708,1.0988645540490949,20194813,1,3796
lambda,0.4967828667176185,0.011169183486245612,0.4748916693478576,0.5186740640873795,20194814,0.5,3797
beta_0,-5.1950580386253655,0.3246822620485053,-5.8314235786594315,-4.5586924985912995,20194814,-5,3797
beta_logHI,2.084568445371326,0.10552219350642027,1.8777487465290759,2.291388144213576,20194814,2,3797
beta_logNI,1.0695270180345933,0.058269829912791664,0.9553202500202469,1.1837337860489396,20194814,1,3797
lambda,0.5131942906998787,0.012145758909706547,0.48938904067194733,0.53699954072781,20194815,0.5,3798
beta_0,-4.403863673388112,0.29186981308399357,-4.975917995207176,-3.831809351569047,20194815,-5,3798
beta_logHI,1.9049890442848996,0.09400582953913733,1.7207410040513789,2.08923708451842,20194815,2,3798
beta_logNI,0.8830311891499807,0.05131629398917198,0.7824531011111344,0.983609277188827,20194815,1,3798
lambda,0.49236066937583894,0.011226115668863081,0.47035788697858655,0.5143634517730914,20194816,0.5,3799
beta_0,-5.138006782353178,0.3311341420006254,-5.7870177747259754,-4.48899578998038,20194816,-5,3799
beta_logHI,2.006963158204993,0.10289795757176198,1.805286867281609,2.208639449128377,20194816,2,3799
beta_logNI,1.033776332731721,0.05900087822501111,0.9181367363544658,1.1494159291089763,20194816,1,3799
lambda,0.5123344697795452,0.012377055198114788,0.488075887356576,0.5365930522025144,20194817,0.5,3800
beta_0,-4.719532569899495,0.32058755209623546,-5.347872625899974,-4.091192513899015,20194817,-5,3800
beta_logHI,1.9048108320231665,0.0994005136361245,1.70998940525158,2.099632258794753,20194817,2,3800
beta_logNI,0.978860358542512,0.056456444384909,0.8682077608529017,1.0895129562321222,20194817,1,3800
lambda,0.4728947531999729,0.010675095246988313,0.45197195098434106,0.4938175554156047,20194818,0.5,3801
